e017	A	b1
e025	A	b2
e027	A	b1
e038	A	b2
e046	A	b2
e050	A	b1
e058	A	b3
phrasing:n006:p0	C	b3
phrasing:n030:p0	C	b3
phrasing:n035:p0	C	b2
phrasing:n040:p0	C	b2
phrasing:n041:p0	C	b3
phrasing:n049:p0	C	b2
phrasing:n060:p0	C	b3
phrasing:n020:p0	R	b2
phrasing:n036:p0	R	b1
phrasing:n043:p0	R	b2
phrasing:n047:p0	R	b3
