e017	A	b2
e052	A	b2
e061	A	b2
e062	A	b3
e069	A	b2
n047	A	b2
n052	A	b2
n055	A	b2
n061	A	b3
n066	A	b3
n069	A	b3
n071	A	b3
phrasing:n065:p0	C	b1
phrasing:n068:p0	C	b3
phrasing:n070:p0	C	b3
phrasing:n074:p0	C	b3
phrasing:n011:p0	R	b2
phrasing:n064:p0	R	b2
