e026	A	b2
e039	A	b3
e056	A	b3
e062	A	b2
e063	A	b3
e064	A	b2
e066	A	b1
e069	A	b2
n065	A	b2
n074	A	b1
phrasing:n039:p0	C	b2
phrasing:n050:p0	C	b1
phrasing:n058:p0	C	b1
phrasing:n063:p0	C	b2
phrasing:n064:p0	R	b1
phrasing:n066:p0	R	b1
phrasing:n067:p0	R	b1
phrasing:n070:p0	R	b1
