e028	A	b3
e029	A	b1
e049	A	b3
e060	A	b2
e061	A	b3
e069	A	b3
e070	A	b3
e071	A	b2
n061	A	b1
n071	A	b1
phrasing:n052:p0	C	b1
phrasing:n064:p0	C	b1
phrasing:n073:p0	C	b2
phrasing:n074:p0	C	b2
phrasing:n011:p0	R	b2
phrasing:n062:p0	R	b2
phrasing:n067:p0	R	b2
phrasing:n070:p0	R	b3
