e030	A	b1
e046	A	b1
e068	A	b3
e071	A	b3
n051	A	b2
n063	A	b3
n064	A	b1
n065	A	b2
n071	A	b2
phrasing:n046:p0	C	b1
phrasing:n048:p0	C	b2
phrasing:n064:p0	C	b2
phrasing:n068:p0	C	b2
phrasing:n069:p0	C	b3
phrasing:n073:p0	C	b2
phrasing:n071:p0	R	b2
phrasing:n072:p0	R	b2
phrasing:n073:p0	R	b2
