n001	A	b1	HONEST
n002	A	b1	HONEST
n003	A	b1	HONEST
n004	A	b1	HONEST
n005	A	b1	HONEST
n006	A	b1	HONEST
n007	A	b1	HONEST
n008	A	b1	HONEST
n009	A	b1	HONEST
n010	A	b1	HONEST
n011	A	b1	HONEST
n012	A	b1	HONEST
n013	A	b1	HONEST
n014	A	b1	HONEST
n015	A	b1	HONEST
n016	A	b1	HONEST
n017	A	b1	HONEST
n018	A	b1	HONEST
n019	A	b1	HONEST
n020	A	b1	HONEST
n021	A	b1	HONEST
n022	A	b1	HONEST
n023	A	b1	HONEST
n024	A	b1	HONEST
n025	A	b1	HONEST
n026	A	b1	HONEST
n027	A	b1	HONEST
