n003	A	b2
n005	A	b3
n006	A	b2
n018	A	b3
n019	A	b1
n023	A	b2
n025	A	b3
n032	A	b1
n034	A	b1
n035	A	b2
n037	A	b1
n043	A	b2
n046	A	b3
n059	A	b1
n062	A	b3
n066	A	b2
n069	A	b1
n070	A	b3
n072	A	b3
n073	A	b1
