n002	A	b2
n007	A	b2
n010	A	b2
n022	A	b2
n023	A	b2
n026	A	b2
n030	A	b2
n032	A	b2
n035	A	b1
n042	A	b2
n043	A	b3
n048	A	b1
n049	A	b1
n052	A	b2
n054	A	b1
n056	A	b3
n068	A	b1
n072	A	b3
n078	A	b1
