n004	A	b1
n005	A	b1
n008	A	b2
n011	A	b2
n012	A	b3
n017	A	b3
n018	A	b1
n025	A	b2
n031	A	b1
n034	A	b1
n040	A	b2
n042	A	b2
n046	A	b1
n047	A	b3
n053	A	b2
n057	A	b1
n058	A	b3
n071	A	b3
n075	A	b3
n079	A	b1
