n002	A	b1
n009	A	b1
n010	A	b2
n014	A	b3
n016	A	b3
n023	A	b3
n024	A	b1
n026	A	b3
n028	A	b2
n029	A	b2
n033	A	b3
n043	A	b1
n046	A	b1
n048	A	b2
n051	A	b1
n052	A	b3
n058	A	b3
n064	A	b2
n065	A	b3
n075	A	b3
