n001	A	b1
n005	A	b1
n006	A	b3
n008	A	b1
n012	A	b3
n013	A	b2
n014	A	b3
n022	A	b2
n028	A	b3
n029	A	b1
n033	A	b2
n038	A	b1
n048	A	b3
n053	A	b3
n054	A	b2
n058	A	b3
n064	A	b3
n067	A	b3
n068	A	b1
n071	A	b2
